company_id,payment_note_date,payment_note_amount,financials_date,financials_date-1,financials_date-2,financials_date-3,financials_date-4,revenue,revenue-1,revenue-2,revenue-3,revenue-4,net_sales,net_sales-1,net_sales-2,net_sales-3,net_sales-4,profit_after_net_financial_items,profit_after_net_financial_items-1,profit_after_net_financial_items-2,profit_after_net_financial_items-3,profit_after_net_financial_items-4,profit,profit-1,profit-2,profit-3,profit-4,assets,assets-1,assets-2,assets-3,assets-4,lt_liabilities,lt_liabilities-1,lt_liabilities-2,lt_liabilities-3,lt_liabilities-4,equity,equity-1,equity-2,equity-3,equity-4,equity_ratio,equity_ratio-1,equity_ratio-2,equity_ratio-3,equity_ratio-4,profit_margin,profit_margin-1,profit_margin-2,profit_margin-3,profit_margin-4,cash_ratio,cash_ratio-1,cash_ratio-2,cash_ratio-3,cash_ratio-4,Rating
77,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,17478,12273,11312,8774,7936,17028,12007,10334,8501,7600,555,369,1063,174,-62,171,3,50,55,19,17039,16395,16799,10655,9474,6969,7845,8408,5357,4461,3158,2988,2985,2935,2880,30.8,29.4,27,34.8,37.7,4.9,5.2,11.7,5.1,2.6,76.8,69.6,85.5,163.5,182.3,A
78,,0,Dec-17,Dec-16,Dec-15,,,8053,7291,170,,,8053,7291,170,,,169,400,105,,,130,253,58,,,1436,992,229,,,0,0,0,,,195,365,108,,,19.1,44.8,58.1,,,2.1,6,61.8,,,124.1,188.6,254.4,,,AA
79,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,9220,6578,6312,4473,2865,8562,6578,6112,4342,2865,164,116,-33,-300,-51,164,116,-33,-300,-51,9626,5967,6106,6505,5895,5571,2742,3081,3621,2336,2094,1930,1814,1847,2147,21.8,32.3,29.7,28.4,36.4,2.6,2.4,0.5,-4.9,-0.5,77.2,119.6,136.9,108.5,120.6,A
80,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,23017,22438,28001,20123,22223,23439,22070,27912,20123,22281,885,-18,561,75,1633,1112,-167,162,57,1170,14737,14706,16631,17659,16193,4951,7385,6397,5893,5801,1795,683,2850,3688,4630,21.8,16.5,27.9,31.8,41.1,4.2,0.2,2.3,0.9,8,89.9,128.4,142.1,131.7,188.4,AA
81,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5464,5678,5994,5741,5883,5452,5567,5965,5549,5865,50,126,-25,262,-209,78,116,72,67,7,1543,1315,1305,1413,1700,0,56,199,101,233,453,375,259,388,320,39,43,36.2,49.3,35.2,1.3,2.3,-0.4,4.7,-3.4,75.4,75.3,110.3,93.6,104.2,A
82,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6855,5484,5577,6518,4137,6840,5484,5483,6429,3914,1667,1358,1658,2750,1017,1124,923,974,1644,639,9350,9731,8328,7523,5440,0,0,0,0,0,4844,4489,4310,3935,2791,74.9,66.7,74.4,73.3,71.5,24.3,24.8,29.7,42.2,24.6,496.5,333.6,470.6,439,378,AAA
83,2018/01/17,687,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,10309,12416,15524,15556,11909,9111,13176,13450,15554,11905,1963,-236,703,250,418,1963,-236,703,250,418,3797,5848,7168,4538,5176,1612,2202,3287,3780,4449,-393,-2356,-2120,-2823,-3073,-10.4,-40.3,-29.6,-62.2,-59.4,22.8,0.8,6.3,4,9.9,82,45,53.3,70.7,66.1,C
84,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,5650,5753,6374,3927,2763,5631,5753,6313,3927,2763,352,230,391,397,20,273,177,303,230,13,1615,1614,1411,986,324,0,0,0,0,0,964,691,664,361,131,64.5,47.6,52.6,44.5,40.4,6.2,4,6.1,10.1,0.9,229.9,162.7,188.7,173.6,137.3,AAA
85,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,6088,2167,1478,1818,3675,6088,2167,1478,1818,3675,1330,-347,253,9,431,1330,-347,196,1,350,2350,1322,1025,1182,1127,117,23,200,282,191,1518,188,535,479,478,64.6,14.2,52.2,40.5,42.4,22.3,-14.9,19,1.5,12.2,278.3,104.8,284.8,186.2,154.1,AAA
86,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-13,12126,9886,12599,10757,4997,11313,9749,12246,10734,4997,2043,-136,851,822,396,591,8,2,517,98,12484,12786,10071,7984,5399,4531,6016,4137,2934,2596,1805,1213,1205,1203,461,31,17.8,23.7,21.6,13.3,18.6,-0.1,8.2,8.8,10.8,101,72.5,91.7,94.9,63.5,A
87,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,36534,31639,31795,36605,32426,36534,31316,31741,36391,32310,2756,3269,2145,3778,2423,2049,2747,1626,2744,1982,9433,12228,13539,11262,11726,0,259,1035,0,0,2568,3519,2772,3846,2102,48.1,44.2,35.9,52.4,33.8,7.7,10.5,6.9,10.4,7.9,187.6,193.8,182.9,221.9,149.2,AAA
88,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,35948,31243,19441,31655,43505,35583,31033,19803,31428,42781,5367,4211,1052,3405,5473,9,943,2790,2005,2593,21751,20817,9755,11745,13709,0,0,0,0,0,7150,5141,4198,3408,4404,32.9,25.7,45.2,47.7,43.4,14.9,13.5,5.4,10.8,12.6,147.4,134.9,184.8,209.8,144,AA
89,,0,Dec-17,Jun-16,Jun-15,Jun-14,Jun-13,74508,47913,28690,33061,26609,74358,47641,28685,33041,26591,8299,5235,951,2893,216,4777,4052,760,1216,62,19975,20215,11512,12656,10844,0,0,0,0,2258,9179,6402,3849,3375,2159,56.8,34.2,37.9,30.7,20.5,11.2,11.1,3.5,9.3,1.2,231.2,137.5,129.4,120.3,137.2,AAA
90,,0,Dec-17,,,,,26156,,,,,26156,,,,,25,,,,,10,,,,,4990,,,,,0,,,,,60,,,,,1.2,,,,,0.1,,,,,100.3,,,,,C
91,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,15048,8402,6946,5563,3605,14856,8218,6761,5504,3605,770,977,296,371,32,578,745,214,276,-11,4535,3000,2169,1716,1462,0,0,0,0,0,1984,1607,1061,948,671,43.7,53.6,48.9,55.2,45.9,5.1,11.6,4.3,6.7,0.9,181.6,267.2,260.1,358.2,241.4,AAA
92,,,Dec-18,Dec-17,Dec-16,Dec-15,Dec-14,140313,141641,107588,123348,131044,143255,132023,121500,101662,111010,5018,5797,1996,2792,316,3027,2547,224,1477,435,60194,52322,52814,47453,46726,340,1657,2996,1499,1284,9054,6273,4226,4502,3526,19.6,16.3,11.1,12.8,9.6,4.1,4.7,2.6,2.7,0.5,103.3,78.3,90.1,75.7,87.2,AAA
93,,0,Dec-17,Jun-16,Jun-15,Jun-14,Jun-13,11447,9308,7030,8675,7961,11426,8060,6653,8506,7769,-257,539,103,452,-2692,-257,539,103,452,-2188,6348,6477,10617,7697,11884,120,240,4247,1327,5328,1403,1760,1222,1119,667,22.1,27.2,11.5,14.5,5.6,1.8,7.9,4.4,9.9,-30.2,89.6,89.2,48,44,59.6,A
94,,,Dec-17,Dec-16,Dec-15,,,12617,13627,2207,,,12600,13627,2207,,,1626,1687,190,,,12,0,0,,,2403,3539,1484,,,1484,1691,418,,,62,50,50,,,2.6,1.4,3.4,,,12.9,12.5,8.7,,,227.2,174.7,123.3,,,B
95,,,Dec-17,Apr-17,Apr-16,Apr-15,Apr-14,32002,35644,35728,26147,29421,31657,37121,35637,39101,29723,4756,3878,1998,1233,2157,2769,1116,1031,618,743,14380,14948,12212,15233,17869,233,0,0,4261,8156,4027,5083,3967,3536,2919,46.8,45.7,42.7,28.2,18.7,14.9,10.9,6.1,5.6,8.4,157.7,118.8,108.1,101.7,149.1,AAA
96,2018/11/04,66621,Jun-17,Jun-16,Jun-15,Jun-14,Jun-13,6281,5938,6420,6492,6394,6243,5786,6274,6300,6300,-177,-107,-141,62,383,-177,-102,2,27,214,3122,3023,2885,2681,2461,695,676,710,548,336,310,487,590,588,561,9.9,16.1,21,27.2,27.9,-2.2,-0.9,-1.4,1.4,6.6,130.4,140.2,158,157.8,147.9,C
97,,0,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,12390,16554,15313,11340,13172,12390,16545,15313,11340,13165,-41,863,455,713,637,-45,651,349,600,637,3645,4578,5914,5163,3589,0,0,0,0,0,1632,2177,1926,1777,1377,44.8,47.6,32.6,34.4,38.4,-0.2,5.3,3.1,6.6,5.2,103.6,135.2,118.7,121.9,130.3,A
98,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6708,5119,6168,5351,3066,6708,5099,6168,5335,2990,472,179,634,700,359,60,2,360,404,197,4150,3096,1992,1367,728,960,640,0,0,0,972,1012,1011,651,247,42.3,48.2,68,63,43.2,7.3,3.6,10.3,13.1,11.7,143.3,166,305.2,281.4,161.3,AA
99,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,15592,12593,7141,5641,6509,15513,12566,7141,5641,6498,647,918,404,263,261,539,528,315,235,150,3661,3138,1708,1798,1628,36,0,0,0,0,1220,681,753,688,578,46,37.7,62.5,56.3,57.4,4.2,7.3,5.7,4.7,4,175.5,147.9,268.8,227.1,239.7,AA
100,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,33639,26509,21823,21584,27440,33105,26129,21322,21500,27398,2153,1039,1335,27,1158,923,395,639,116,604,27710,23829,17383,18540,21193,4947,2384,970,1666,2141,11050,10127,9732,9493,11377,52.6,54.2,69.8,62.1,63.9,6.7,4.1,6.4,1.2,5,241.6,221.1,350.2,266.2,259,AAA
101,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,6222,6205,4243,3948,4259,6106,5875,4243,3948,4159,452,1368,-56,-296,141,189,339,93,-108,73,4783,4589,2043,1676,2393,1145,1320,614,357,407,1037,1048,709,617,724,41.1,39.5,42.3,39.5,51.3,8.2,22.9,-0.3,-6.7,4.3,145.9,156,176.4,119.2,179.1,AAA
102,2018/01/07,19927,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,9140,6528,4719,3443,2944,9072,6528,4719,3443,2944,887,291,466,201,-160,491,146,272,201,-160,2818,2134,1667,876,544,0,0,0,0,0,874,513,367,95,-106,43.3,31.6,27.5,10.8,-19.5,10.1,4.8,10,6,-5.1,157.5,134.6,140.6,108.7,78.5,A
103,,0,Dec-17,Dec-16,Dec-15,,,11071,672,0,,,11071,672,0,,,431,242,-7,,,256,143,-7,,,14156,9118,44,,,0,1376,0,,,443,186,43,,,4,2.6,97.7,,,5.1,50.7,0,,,24.4,10.8,4400,,,A
104,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,34528,31643,30198,19398,19940,34415,31578,30185,19398,19915,1160,2023,1249,-298,396,499,1177,687,45,192,10510,9772,10265,5799,6436,866,1199,1437,1567,1190,4090,3591,2414,1727,1682,49.4,44.9,27.4,32.1,34.1,3.4,6.4,4.2,0.5,2.1,220.1,194.4,147.7,196.7,172.7,AAA
105,,,Dec-17,Dec-16,,,,6989,3344,,,,6989,3344,,,,190,-186,,,,189,-186,,,,839,234,,,,23,228,,,,53,-136,,,,6.3,-58.1,,,,2.7,-5.5,,,,97.9,102.1,,,,A
106,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,11664,8622,9560,8834,8747,11664,8595,9540,8834,8747,1643,688,968,1148,779,1081,493,939,1026,578,6587,5791,5959,5347,5081,0,0,504,500,500,1645,1564,3071,2732,2006,37,37.2,61.4,64.7,56.1,14.1,8.3,10.3,13.2,9.1,111.5,105.4,231.2,284.8,227.7,AAA
107,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,14164,17539,7610,5703,2980,12880,17005,8100,5213,2980,736,1921,506,328,479,561,1490,394,254,364,4218,4230,1619,1883,708,0,0,0,0,0,2477,2079,889,695,441,58.7,49.1,54.9,36.9,62.3,5.2,11,6.7,5.8,16.1,240.6,195,221.8,117.3,266.2,AA
108,,0,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,20795,19954,18745,13209,12010,20454,19710,18401,12774,11756,65,198,1688,1098,1035,47,151,1313,854,805,9089,8292,7136,4177,3176,1924,1810,111,212,67,3238,3441,3290,1977,931,35.6,41.5,46.1,47.3,29.3,1,1.6,9.5,8.7,9,119.1,74.2,77.9,89,108.3,A
109,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7874,7722,5545,6840,5252,7842,7619,5447,6635,5249,893,1457,669,2073,679,561,1100,479,1599,527,7495,7538,6829,7956,6460,0,0,0,0,0,6944,6882,6282,7304,6005,92.7,92.4,92.8,92,93,11.4,18.9,12.1,30.4,13,1328.3,1049.4,1032.2,933.9,965.9,AAA
110,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,38735,31429,17178,14575,22491,38732,31416,17069,13207,22458,521,1751,-547,-716,-396,66,1014,26,-86,273,12974,10804,6444,6775,10099,168,182,0,0,1761,1245,1179,845,1219,2305,20.6,22.8,27.8,38.8,42.2,1.4,5.6,-3.2,-4.7,-1.2,124.6,126.9,130.5,167.2,183.8,AA
111,2016/10/02,84612,Dec-17,Dec-16,Dec-15,Dec-14,,6503,6830,2900,824,,6503,6372,2900,725,,81,452,307,37,,12,350,239,29,,1621,2239,1348,407,,0,0,0,0,,412,408,318,79,,25.4,18.2,23.6,19.4,,1.3,6.8,10.7,4.5,,123.8,115.2,128.3,124.1,,A
112,,,Mar-18,Mar-17,Mar-16,Mar-15,Mar-14,14109,10089,6606,5479,4940,14047,10052,6478,5101,4662,620,573,135,-247,76,386,369,105,-247,58,3282,1531,712,808,741,289,0,0,43,0,894,508,139,33,108,33.4,38.3,19.5,4.1,14.6,4.5,5.7,2.1,-4.5,1.6,155.7,159.3,117.6,94.5,102.2,AA
113,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,5013,3868,4414,4381,4636,5013,3868,4414,4381,4636,261,-167,173,-150,409,229,-167,131,8,210,1193,879,987,884,1605,0,0,0,0,0,298,69,286,305,452,25,7.8,29,34.5,36.4,5.3,-4.3,4,-3.1,8.9,133.6,105.2,138.7,152.7,150.6,AA
114,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,12678,12533,12138,7371,9013,12678,12533,12108,7371,9013,624,383,700,391,313,359,356,542,223,179,3723,3077,2904,2285,1770,0,0,0,80,101,1449,1240,1034,642,559,49.6,49.2,47.2,42.8,46.1,4.9,3.1,5.8,5.4,3.6,210.9,206.9,201.8,194.2,210.6,AA
115,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7648,6017,5482,5128,5482,7648,6017,5456,5128,5482,551,529,118,-3,-115,157,134,92,46,40,3873,2509,2123,2193,1989,1413,693,506,783,205,673,515,381,289,243,36.6,39.4,27.1,22.1,24.4,7.4,9.1,2.5,0.2,-1.9,149.8,110.5,79.5,80.9,89.7,AA
116,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5813,6642,6016,6538,3620,5739,6544,5946,6538,3620,228,37,168,803,56,221,85,133,445,37,2182,2623,2627,2373,1430,309,389,0,17,35,884,663,577,844,399,50.5,35.4,34.4,49.7,39.7,4.3,0.9,2.9,12.4,1.8,203.9,140.8,134.7,191.5,164.2,AAA
117,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,4889,6848,4873,3667,2740,4889,6848,4873,3667,2740,249,1104,637,755,100,143,644,496,588,123,2900,2378,1522,1060,821,0,0,0,0,74,1281,1387,995,654,222,55,69.4,68.5,66.2,32.8,5.1,16.1,13.1,20.7,3.7,238.1,364.2,324.6,304.6,173.7,AA
118,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,5370,7027,5420,5360,4952,5370,6469,5283,4999,4952,1177,1348,184,753,164,940,750,279,466,389,7563,6601,5293,5266,4958,1057,1054,1019,997,1183,4079,3139,2389,2110,1644,75.3,72.3,70.4,68,60.5,21.9,19.3,3.4,14,4.2,1358.1,960.8,1187.1,762.9,545.3,AA
119,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,6313,5327,7148,6282,3030,6299,5310,7147,6256,2991,256,203,821,650,307,145,156,498,319,167,2603,2512,3032,2446,1483,178,185,0,0,0,220,374,918,620,451,35.1,41.3,52.6,47.5,54.8,5.6,5,11.5,10.3,10.2,157.8,154.4,225,182.7,248.1,AA
120,2018/11/21,0,Jun-17,Jun-16,Jun-15,,,6645,4654,3443,,,6645,4544,3430,,,524,891,167,,,376,510,93,,,3868,4467,3007,,,500,608,1033,,,1030,653,143,,,32.1,19.4,5.9,,,8.1,19.3,5.1,,,50.9,60.1,65.5,,,C
121,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,5278,6041,5302,3536,2747,5229,6005,5272,3536,2719,531,361,381,108,59,449,313,227,62,31,2238,1929,1824,1141,1187,0,0,3,55,136,1172,822,610,382,320,58.5,51.6,44.8,46,37.6,10.1,6,7.5,3.6,2.4,182.7,155,140.8,127.4,151,AAA
122,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,12076,9834,10044,10595,8668,9443,8849,8448,8236,8438,-1638,-635,-321,-302,-1828,-1638,-635,-321,-302,-1828,80522,76696,76593,80594,80513,54957,48250,48150,51838,52788,17569,19207,19841,20162,20464,21.8,25,25.9,25,25.4,-6.5,6.1,10.7,11.7,-1.2,41.4,14.9,17.5,37.5,20.6,A
123,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,8271,7797,6894,6386,6040,8147,7780,6673,6356,6002,43,277,275,95,-69,35,36,61,3,28,6247,6719,6920,4934,4963,991,1170,1686,200,200,1059,1325,1739,1678,1673,40.4,41.7,44.1,58,56.6,0.7,3.7,4.1,1.8,-0.7,150.2,155.9,216.5,226.6,189.6,AA
124,,,Dec-17,Dec-16,Dec-15,Dec-14,,5160,5721,4260,2402,,5160,5721,4260,2402,,820,307,624,213,,634,261,395,117,,2274,1773,1600,1087,,39,51,145,295,,996,662,602,206,,53.3,49.5,53,33.2,,16,5.5,15,10.4,,178.4,167.6,174.2,114.8,,AA
125,,0,Dec-17,Dec-16,Jun-15,,,8687,19938,1902,,,8398,19128,1902,,,-692,4633,-55,,,-119,2664,-55,,,4366,6905,1051,,,0,0,114,,,2540,2724,60,,,69.7,53.2,5.7,,,-7.9,23.3,-2.4,,,349.7,221.1,103.9,,,A
126,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,17250,14446,11562,10235,8327,17249,14305,11252,10235,8327,1254,1001,-998,651,599,994,913,-889,470,599,5529,4044,5493,4787,2756,143,356,1704,752,297,1538,1044,131,570,654,27.8,26.8,2.4,13.7,23.7,7.4,8,-8,6.6,7.5,136.5,118.6,77.3,106.2,119.3,AA
127,,,Dec-17,Dec-16,Dec-15,Dec-14,,8875,7795,5922,4698,,8728,7710,5922,4698,,1232,798,1044,306,,942,553,821,296,,3213,2497,1645,1046,,0,0,0,0,,2112,1470,1217,396,,65.7,58.9,74,37.9,,13.9,10.2,17.6,6.5,,286.3,243.1,385.2,160.9,,AA
128,,0,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,14872,11056,10879,7610,2941,14821,11039,10844,7610,2941,1245,328,588,178,989,724,207,322,140,797,5691,2935,2755,1580,1592,0,0,0,0,0,1047,622,766,444,304,26.6,29.2,34.9,32.5,24.9,8.5,3,5.4,2.3,33.8,140.3,144.2,155.4,146.9,133.5,AA
129,,,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,14703,14579,12729,11119,10330,14612,13938,12729,11119,9836,1185,2352,1261,1215,1833,1043,840,982,1401,885,7907,6643,6388,7176,7610,472,0,0,0,0,2049,2406,3066,3384,3133,52.7,70.2,67.9,65.1,64.3,8.1,16.1,9.9,10.9,17.8,125.2,237.4,251.2,159.2,164.7,AAA
130,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,49682,39401,43487,33580,28601,50200,37869,43355,33412,28459,1156,430,1212,327,298,503,331,456,7,455,19426,18322,18153,17499,15472,4653,5722,5470,5642,5952,3986,3783,3452,3096,3359,24,22.2,20.6,19.3,29.1,2.9,1.8,3.5,2,2.2,101.2,94.9,108.6,101.7,122.6,A
131,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7617,9255,9449,6934,6280,7612,8868,9443,6832,6280,784,2024,2730,1490,2203,211,501,209,205,209,35806,37634,36319,26049,27613,18401,21245,20829,14607,17350,457,746,444,435,386,27.5,25.9,23.1,24.7,19.7,17.7,28.7,34.5,30.4,40.8,59.7,89.7,113.4,52.2,62.9,AA
132,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,5263,5085,5699,5800,5588,5257,5076,5675,5800,5343,310,231,610,286,-243,160,113,1156,257,1,2638,2692,3573,4476,4273,0,0,0,0,0,487,326,1313,657,1000,48.9,39.3,55.7,45.3,56.5,5.9,4.5,10.7,4.9,-4.3,220.6,178.3,243.3,205.8,276.1,AA
133,,,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,5343,6430,5798,3924,4876,5277,6361,5729,3763,4810,783,1445,818,295,710,800,966,721,278,572,6401,6132,6070,5478,5557,46,10,12,11,12,4485,4145,4169,3648,3670,86.7,88.1,86.8,88.3,88.4,14.7,22.5,14.1,7.5,14.6,699.2,859.8,647.3,831,879.9,AAA
134,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,17052,12622,13769,8782,5547,17018,12529,13769,8782,5547,845,879,1017,1045,19,642,680,543,800,52,3662,3825,2983,2882,1232,144,0,79,272,167,1460,1118,593,850,216,45.9,35,27.3,29.5,17.5,5.1,7.1,7.6,12.3,0.7,205.4,156.4,136.6,142.8,128.2,AA
135,,,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,56573,44185,34163,37865,32588,55737,44434,33917,37648,33104,4560,5477,1656,1472,1005,3827,4483,1242,2204,458,23633,17983,16163,13160,11894,3400,0,0,0,0,6057,9924,8142,7599,5895,25.6,55.2,50.4,57.7,59.1,8.3,12.6,4.9,3.9,3.1,112.9,213.5,176,236.2,266.7,AA
136,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,16618,15278,14605,12266,10312,16706,20856,13794,12297,10230,564,209,1,582,304,323,35,20,335,152,5855,7661,5086,5066,4088,1271,1511,1711,1711,1711,1805,1482,894,875,540,34.9,21,17.6,24.6,19.8,3.5,1.5,2.2,4.8,3.2,171.1,137.8,149,165.4,157.7,AA
137,,0,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7271,7461,3211,4488,4312,6887,7187,3136,4414,4298,231,113,101,44,14,179,86,77,32,13,1397,1381,799,901,1565,0,0,0,0,0,540,361,275,198,167,38.7,26.1,34.4,22,10.7,3.3,1.6,3.4,1.3,0.6,56.1,113.8,117.9,118.6,110.7,AA
138,,,Apr-18,Apr-17,Apr-16,,,23366,23582,20828,,,23164,23249,20502,,,-1588,282,753,,,-1317,156,427,,,3630,5033,4639,,,905,690,1098,,,401,983,827,,,11,23.7,21.1,,,-6.3,1.5,4,,,101.7,106.1,112.6,,,B
139,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,11476,2850,6997,7293,3888,11453,2817,6954,7187,3885,-594,-37,-262,498,-480,-594,-37,-262,498,-480,1861,1698,1458,1732,1217,506,408,0,0,0,703,297,334,596,98,37.8,17.5,22.9,34.4,8.1,-4.9,-1.1,-3.8,6.8,-12.3,216.4,102.6,98.1,126.5,97.7,B
140,,,Dec-18,Dec-17,Dec-16,Dec-15,Dec-14,0,0,1,0,1,0,0,1,0,1,-3,21,8,9,4,-1,17,6,8,1,53,77,121,135,135,0,0,47,39,47,52,75,80,81,79,98.1,97.4,66.1,60,58.5,-1,17,6,8,1,18,21,0,1.2,1.9,A
141,2018/10/24,70620,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,7429,739,21,61,18,7429,739,21,61,18,224,118,-44,19,-10,175,92,-44,14,-10,1355,235,12,65,41,0,0,0,0,0,278,103,11,54,40,20.5,43.8,91.7,83.1,97.6,3.1,16,-209.5,31.1,-50,109.3,157.6,1200,650,4100,C
142,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,17728,14262,11403,7393,9499,16875,12805,10594,6979,9499,-2519,-697,1294,35,620,-64,1,4,4,2,14270,17466,12163,7908,7784,6813,9434,4628,2888,3282,187,251,249,246,242,1.3,8.2,16.2,13.2,8.9,-12.4,-2.9,12.7,2.9,8.2,35.2,36.2,69,52.7,53.5,B
143,,,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,15089,17650,27056,15207,12548,15088,17650,27056,15207,12514,2441,1572,2478,1991,1778,1901,1229,1961,1575,1396,13896,12822,15661,9820,9055,0,0,0,0,0,11507,10090,9300,7780,6644,82.8,78.7,59.5,79.7,74.2,16.2,8.9,9.2,13.1,14.2,341.2,281.4,245.8,488.8,381.8,AAA
144,,,Dec-17,Dec-16,Dec-15,Dec-14,Dec-13,14036,9489,5711,4793,4371,13914,9489,5709,4788,4353,3547,2623,941,1063,32,2069,1473,546,740,183,12418,9119,5561,4886,4334,1019,1061,1103,1149,1197,4052,3683,2370,1981,1396,47.9,53.6,54,49.8,40.7,25.4,27.9,16.9,22.9,1.6,199.4,208.9,275.1,228.2,160.9,AAA
145,,0,Dec-17,Dec-16,Dec-15,Dec-14,,8592,7065,7107,7884,,8464,6407,6910,7577,,131,-161,937,1014,,22,15,549,481,,8052,4917,3241,2621,,3856,1662,60,189,,1117,1095,1080,531,,19.2,29.3,48.4,32,,2.7,-1.7,13.4,13.4,,96.4,91.4,160.8,104.2,,A
146,2018/09/17,1780,Aug-17,Aug-16,Aug-15,Aug-14,Aug-13,22145,23970,28903,28159,29925,24177,30467,23676,32135,37127,735,128,61,133,-1994,440,102,45,65,8,9572,9152,8687,11111,9961,2447,2636,2921,3670,4008,2624,2184,2082,2038,1973,29.7,24.8,25,19.1,20.4,4,1.3,0.8,1.3,-5.9,114.7,105.6,107.7,131.8,114.8,AA
147,2015/06/07,18415,Jun-18,Jun-17,Jun-16,Jun-15,Jun-14,6252,4395,6843,6714,8590,6276,4490,6653,6493,8944,245,-576,-450,149,335,245,-325,-274,63,171,4503,4247,4097,4076,7191,0,0,0,0,4414,546,301,626,900,837,12.1,7.1,15.3,23.2,11.6,5.1,-11.3,-5.6,6.2,9,29.6,21.1,24.7,42.3,39.4,B
148,,0,Aug-17,,,,,5271,,,,,5258,,,,,413,,,,,225,,,,,1643,,,,,125,,,,,275,,,,,22.4,,,,,8,,,,,134,,,,,AA
149,,0,Dec-17,Dec-16,Dec-15,Dec-14,,5780,2843,1243,598,,5710,2772,1243,598,,1283,680,190,180,,705,422,72,90,,3897,2035,1222,742,,690,362,496,279,,1039,634,212,140,,39.8,42,26.9,25.3,,22.7,24.5,16.3,31.8,,120.4,134.1,79.7,137.4,,AA
150,,,Dec-17,Dec-16,,,,6530,6530,,,,6530,6530,,,,801,801,,,,469,469,,,,2118,2118,,,,672,672,,,,519,519,,,,31.9,31.9,,,,12.3,12.3,,,,150.3,150.3,,,,AA
151,,0,Aug-18,Aug-17,Aug-16,Aug-15,Aug-14,42863,36792,37988,37976,33126,40749,36789,37340,40616,33126,1351,877,2069,336,1008,971,1287,1746,575,1336,9892,9205,9218,9554,9476,0,0,0,0,0,1714,1742,2205,1060,1985,17.3,18.9,32.1,20.8,34.8,3.2,2.4,5.4,0.9,3,101.4,103.5,130.4,112.8,133.9,A
152,,0,Apr-18,Apr-17,Apr-16,Apr-15,Apr-14,20251,19290,16593,17077,22467,19958,18977,16532,16834,22343,3304,2608,2230,1295,4579,2786,3020,1288,1024,2754,7761,7232,6779,5946,7230,0,0,0,0,0,3195,3409,2389,2101,3076,44.5,54,56.3,52,56.5,16.6,14.1,13.8,7.6,21,136.2,179.5,211.8,173.5,197.3,AAA
